season,episode,actor,dialogue
3,15,KRAMER,He's got my vacuum cleaner. You know I loaned it to him. He never returned it. The carpets are filthy. What am I going to do?
3,15,JERRY,Who told you about Martin?
3,15,KRAMER,Newman! He's good friends with him.
3,15,JERRY,"Oh, big mouth Newman. I should have guessed."
3,15,KRAMER,"He's got all of my attachments, you know."
3,15,JERRY,"Hey, let me ask you something. How long do you have to wait for a guy to come out of a coma before you can ask his ex-girlfriend out?"
3,15,KRAMER,"What, Gina? Why wait? Why not just call Doctor Kavorkian?"
3,15,JERRY,You know I don't get that whole suicide machine. There's no tall buildings where these people live? They can't wrap their lips around a revolver like a normal person?
3,15,KRAMER,So what's going on between you and Gina?
3,15,JERRY,"Well, I went with her to the hospital last night."
3,15,KRAMER,"Uh, uh."
3,15,JERRY,So we're in the room and she's trying to get me to kiss her right in front of him.
3,15,KRAMER,"Uh, uh, you see that's the great thing about Mediterranean women. All right, so what did you do?"
3,15,JERRY,Nothing.
3,15,KRAMER,"Ah, what kind of a man are you? The guy is unconscious in a coma and you don't have the guts to kiss his girlfriend?"
3,15,JERRY,I didn't know what the coma etiquette was.
3,15,KRAMER,"There is no coma etiquette. You see that's the beauty of the coma, man. It doesn't matter what you do around it."
3,15,JERRY,"So you're saying, his girl, his car, his clothes, it's all up for grabs. You can just loot the coma victim."
3,15,KRAMER,"I'd give him 24 hours to get out of it. They can't get out of it in 24 hours, it's a land rush."
3,15,JERRY,"So if the coma victim wakes up in a month, he's thrilled, he got out of the coma. He goes home, there's nothing left?"
3,15,KRAMER,NOTHING LEFT! That's why I'm trying to get that vacuum cleaner. Because somebodys going to grab it.
3,15,RULA,Martins spirit came to you as a warning.
3,15,ELAINE,Why would he come to George?
3,15,RULA,Because George has heightened extra sensory perception. FAYGY GET YOUR FINGER OUT OF YOUR NOSE.
3,15,GEORGE,I knew it. I always felt different.
3,15,RULA,You are. Some coffee cake?
3,15,GEORGE,Drakes?
3,15,RULA,Yes.
3,15,GEORGE,Did you buy this for me?
3,15,RULA,"No, why?"
3,15,GEORGE,"Ha, because I love Drakes Coffee Cake."
3,15,RULA,Maybe I did.
3,15,ELAINE,Take it away.
3,15,GEORGE,She hasn't eaten in two days.
3,15,RULA,Who's Pauline?
3,15,GEORGE,Pauline? ... Wait a minute. I got it. My brother once impregnated a woman named Pauline.
3,15,RULA,Do you think about her?
3,15,GEORGE,When I hear her name mentioned.
3,15,RULA,Cut these with your left hand.
3,15,GEORGE,"There was a woman, Audrey. She had a very big nose."
3,15,RULA,"I see an Audrey, but with a small nose."
3,15,GEORGE,"Yes, yes, she had a nose job. I loved her very deeply. Will she ever speak to me again?"
3,15,RULA,Not in this life.
3,15,ELAINE,Should you be smoking?
3,15,RULA,Does it bother you?
3,15,ELAINE,You're pregnant.
3,15,GEORGE,Elaine.
3,15,RULA,I smoked when I had Faisy.
3,15,RULA,Ah oh.
3,15,GEORGE,Ah oh? What? What Ah oh?
3,15,RULA,I don't know about this trip George.
3,15,GEORGE,You can see the Cayman Islands in there? Is something going to happen to me? What?
3,15,ELAINE,It's really bad for the fetus. Do you know that.
3,15,GEORGE,"Elaine, she's a psychic. She knows how the kids going to be."
3,15,GEORGE,Should I not go on this trip?
3,15,RULA,"George, I am going to tell you something and I want you to really hear me."
3,15,ELAINE,"Now listen. I just don't know how a person, with everything we now know about pre-natal care can put a cigarette in her mouth."
3,15,GEORGE,"Elaine, what are you doing?"
3,15,ELAINE,It's disgusting.
3,15,RULA,I DON'T BELIVE IT. I would like you both to leave.
3,15,ELAINE,"Oh fine, I don't like to be around people who are just so irresponsible."
3,15,RULA,Get the he'll out.
3,15,GEORGE,A plane crash? A Heart attack? Lupus? Is it Lupus?
3,15,RULA,Do you want me to call the super? He was an Israeli commando.
3,15,GEORGE,If you don't say anything I will assume it's a plane crash.
3,15,RULA,Get out.
3,15,GEORGE,Not a plane crash. Is it a plane crash?
3,15,GINA,I do not like your toothbrush. There are no bristles.
3,15,JERRY,You can say what you want about me but I'll be damned if I'm going to stand here while you insult my toothbrush.
3,15,GINA,It is too small for someone with such a big mouth . Let me ask you. What will you do if Martine wakes up? Run away like a mouse?
3,15,JERRY,"No, more like the Three Stooges at the end of every movie."
3,15,GINA,Who are these Stooges you speak of?
3,15,JERRY,They're a comedy team.
3,15,GINA,Tell me about them. Everything.
3,15,JERRY,"Well, they're three kind of funny looking guys and they hit each other a lot."
3,15,GINA,You will show me The Stooges?
3,15,JERRY,I will show you The Stooges.
3,15,GINA,When?
3,15,JERRY,"Well, I don't really know where The Stooges are right now but if I locate them you will be the first to know."
3,15,GINA,"Come, you walk me to a cab."
3,15,JERRY,"Well, uh, I uh, I don't want you to get upset or anything but uh, with Martin and all, we'll maybe it's not such a good idea for us to be seen together in the building, because, you know, he had a lot of friends here."
3,15,GINA,You're still afraid. You are not a man.
3,15,JERRY,Well then what are all those ties and sport jackets doing in my closet?
3,15,GINA,Are you going to walk me to a cab or not?
3,15,JERRY,"Yeah, all right. All right."
3,15,KRAMER,You should just eat fruit.
3,15,NEWMAN,I can't eat fruit. It makes me incontinent.
3,15,KRAMER,???
3,15,NEWMAN,Hello Gina. Hello Jerry.
3,15,JERRY,Hello Newman.
3,15,JERRY,Do you think Newman would tell Martin if he wakes up? What kind of sicko would do that? He could kill me.
3,15,GEORGE,"People smoke, Elaine. My mother smoked. It didn't hurt me."
3,15,ELAINE,Did you see that wall move?
3,15,JERRY,"Boy, it's a good thing we came."
3,15,GEORGE,Could there be a native p0roblem in the Caymans? Maybe there's native unrest.
3,15,ELAINE,"Hi, I havent eaten in three days. I was wondering how much longer it would be until I get my X-ray."
3,15,NURSE,We'll call you.
3,15,JERRY,"George, I want you to promise me something. If I'm ever in a comma. In the first 24 hours get everything out of my apartment and put it in storage."
3,15,GEORGE,How come?
3,15,JERRY,Looters.
3,15,ELAINE,How do we know that dog food is any good? Who tastes it?
3,15,JERRY,She's really hungry.
3,15,KRAMER,Hey.
3,15,ELAINE,Kramer
3,15,KRAMER,"Well, Newmans upstairs visiting Martin."
3,15,GEORGE,Would you buy my Cayman Island ticket?
3,15,KRAMER,You're not going?
3,15,GEORGE,No.
3,15,KRAMER,Why not?
3,15,GEORGE,The psychic said something terrible will happen.
3,15,KRAMER,I dig.
3,15,KRAMER,"I want my vacuum cleaner! I know you can hear me. Look my mother, she's going to come and visit me. She sees that rug, she's going to kill me."
3,15,NEWMAN,"He can't hear you, you idiot. Why don't you just buy another one."
3,15,KRAMER,Why would I buy another one when I spent a hundred bucks on this one?
3,15,NEWMAN,I have a carpet sweeper you can use.
3,15,KRAMER,I don't want a carpet sweeper. They don't do anything.
3,15,NEWMAN,It gets my rug clean.
3,15,KRAMER,The carpet sweeper is the biggest scam perpetrated on the American public since One Hour Martinizing.
3,15,NEWMAN,"Well, you should take a look at my rug then."
3,15,KRAMER,I wouldn't set foot in your house.
3,15,JERRY,Hello.
3,15,NEWMAN,Hello Jerry.
3,15,JERRY,How's he doing?
3,15,KRAMER,He looks happy to me.
3,15,NEWMAN,I hope he stays this happy when he wakes up.
3,15,JERRY,Why wouldn't he?
3,15,NEWMAN,No reason.
3,15,JERRY,"He'll have a lot of catching up to do, I guess."
3,15,NEWMAN,I'll bring him up to date.
3,15,JERRY,How up to date?
3,15,NEWMAN,"Oh, all the way up."
3,15,JERRY,And nothing could change your mind?
3,15,NEWMAN,"Well, it would take a he'll of a lot. Because a friend is something you earn."
3,15,KRAMER,"Okay, Jerry has a friend who has free tickets to the Cayman Islands for this weekend. He's not going."
3,15,NEWMAN,"I don't care much for the beach. I freckle... . Is that a,.."
3,15,JERRY,Drakes Coffee Cake
3,15,NEWMAN,"Wow, where did you get that?"
3,15,JERRY,From my house. I got a whole box of them.
3,15,NEWMAN,"Boy, that's the full size."
3,15,JERRY,That's your big boy.
3,15,NEWMAN,Can I have a bite?
3,15,JERRY,I don't give out bites. I got another one. But I'm saving it for later.
3,15,NEWMAN,Just one bite?
3,15,JERRY,"I don't think so. You know they, they're so fragile."
3,15,NEWMAN,All right! All right. I won't say anything.
3,15,JERRY,You swear?
3,15,NEWMAN,I swear.
3,15,JERRY,On your mothers life?
3,15,NEWMAN,On my mothers life.
3,15,KRAMER,oh oh oh oh oh
3,15,NEWMAN,"Oooh,"
3,15,ELAINE,"And there it was, mountains of duck. And not fatty duck either, but juicy tender breasts of duck."
3,15,GEORGE,"sweetheart, no come here,  sweetheart"
3,15,RULA,"pew, pew, pew, pew"
3,15,GEORGE,how did I know you we're here? Something drew me here. This is phenomenal.
3,15,RULA,The nurse said she would be right back. They're supposed to take me into the delivery room.
3,15,GEORGE,"Oh, that's great. That's great. By the way I have to apologize for my friend the other day. Friend? Uh, uh I don't even know that woman. I met her on the bus on the way over. I couldn't get rid of her. Uh, My psychic instincts we're a little off .."
3,15,RULA,"Oh, where's the nurse"
3,15,GEORGE,I don't know where the nurse is. Sweetheart why don't you get a nurse for mommy?  Anyway I was just curious. Remember the other day you we're saying something about my trip.
3,15,RULA,Don't take that trip.
3,15,GEORGE,"Yeah, why? Why?"
3,15,RULA,"EEEY, beegit, beegit beegit."
3,15,DOCTOR,"All right, Rula, it's time to go."
3,15,GEORGE,Because? Because?
3,15,ELAINE,Assassins! How dare they keep a person waiting like this!  Drakes Coffee Cake?  Give me that.
3,15,NEWMAN,"Jerry, you better stop her or I'll tell."
3,15,JERRY,Elaine! No! No!
3,15,MARTIN,"Ooooh, ahhhh,"
3,15,GEORGE,Are there terrorists on the plane? A hotel fire. Is that it? Malaria? Yellow fever? Lupus? Is it Lupus?
3,15,NEWMAN,"He did it right in this bed, Martin. Right in front of you."
3,15,KRAMER,I want my vacuum cleaner!
3,15,JERRY,Hey!
3,15,NEWMAN,It was disgusting.
3,15,JERRY,What are you doing? We're going out to dinner in ten minutes.
3,15,GEORGE,I never assisted in a birth before. It's really quite disgusting.
3,15,JERRY,What did she name the kid?
3,15,GEORGE,You wouldn't believe it. Rasputin.
3,15,KRAMER,Heey!
3,15,GEORGE,Hey.
3,15,JERRY,Hey.
3,15,GEORGE,when did you get back?
3,15,KRAMER,A couple of hours ago.
3,15,GEORGE,So how was it?
3,15,KRAMER,"George, I would like to thank you for the greatest four days I ever spent in my life."
3,15,JERRY,osh.
3,15,KRAMER,They we're shooting the Sports Illustrated swim suit issue right in the hotel pool.
3,15,JERRY,Woah.
3,15,KRAMER,Not only that but at the hotel they opened up this area on the beach for nude bathing and all of the Sports Illustrated models went down there.
3,15,JERRY,Wow!
3,15,KRAMER,I was on the next blanket from Elle McPherson
3,15,JERRY,Oh!
3,15,KRAMER,We played Backgammon in the nude.
3,15,JERRY,Oh!
3,15,KRAMER,She's a sweet kid.
3,15,JERRY,Nude backgammon with swimsuit models!
3,15,KRAMER,"Oh, you know what? The second day I was there I stepped on a jellyfish. Now it kind of stung my foot. That's probably what Rula was trying to warn you about."
3,15,GEORGE,"Yeah, you gotta watch for the jellyfish."
3,15,KRAMER,Yeah.
3,15,KRAMER,What's this?
3,15,JERRY,"Oh, it's an invitation to a house warming from Martin and Gina."
3,15,KRAMER,They moved in together?
3,15,JERRY,"Yeah, it's some place down in the village."
3,15,KRAMER,Phew.
3,15,JERRY,Yeah.
3,15,ELAINE,It's Elaine.
3,15,JERRY,All right we're coming down.
3,15,KRAMER,"Hey, where ya going?"
3,15,JERRY,"We're taking Elaine to dinner. She's got to start the fast again. Um, you want to go?"
3,15,KRAMER,"Um, I'd like to but a bunch of us from the islands, we'll be getting together."
3,15,GEORGE,Elle McPherson going to be there?
3,15,KRAMER,OH! I got to call her back.
3,16,GEORGE,"Why even try anymore? There's no sense to it. I'm never gonna meet anybody, I should just accept it."
3,16,JERRY,"Oh, yes you will."
3,16,GEORGE,"No, I won't."
3,16,JERRY,"Yeah, maybe you won't."
3,16,GEORGE,"I mean it's hard enough to meet a woman you dislike, much less like."
3,16,JERRY,Are my nostrils getting bigger?
3,16,GEORGE,"No. Why must it be so difficult? Why is there all this tension and hostility? Why can't I just walk up to a woman on the street and say, `Hi. I'm"
3,16,CYNTHIA,"There's just no men out there, you know?"
3,16,ELAINE,I know.
3,16,CYNTHIA,I mean the problem is that the good ones know they're good. And they know they're in such demand they're just not interested in confining themselves to one person.
3,16,ELAINE,I hate the good ones.
3,16,CYNTHIA,Is Jerry one of the good ones?
3,16,ELAINE,"That's a good question, I think he thinks he is."
3,16,CYNTHIA,"Well, the mediocre ones are available, but they're so insecure about not being one of the good ones that they're always going, `We'll I'm not good enough for you, what are you doing with me?`and eventually I just go, `You're right.`"
3,16,ELAINE,"You know, maybe you need somebody between good and mediocre."
3,16,CYNTHIA,"No, maybe I need somebody who has nothing, somebody who just has to appreciate being with me because he's so desperate."
3,16,GEORGE,I mean it's gotten to the point where I'm flirting with operators on the phone. I almost made a date with one.
3,16,JERRY,"Oh, so there's still hope."
3,16,GEORGE,"I don't want hope. Hope is killing me. My dream is to become hopeless. When you're hopeless, you don't care, and when you don't care, that indifference makes you attractive."
3,16,JERRY,"Oh, so hopelessness is the key."
3,16,GEORGE,It's my only hope.
3,16,CYNTHIA,"See, I wouldn't really mind so much, but I feel badly for my mother. I mean, if my mother weren't around, it wouldn't be so bad. But, I'm telling you, if I'm not married by the time I'm forty, I'm gonna have to kill her because it's the only fair thing to do. I just couldn't put her through that."
3,16,ELAINE,"Well, at least you're not bitter."
3,16,CYNTHIA,Who says I'm not bitter?
3,16,ELAINE,Aren't you too young to be bitter?
3,16,CYNTHIA,"No, you can be young and bitter, just maybe not as bitter as I'm gonna be ten years from now, but I'm bitter. Anyway, don't tell anyone."
3,16,ELAINE,"Don't worry, your bitterness is safe with me."
3,16,CYNTHIA,"Um, order me a piece of cake. I'm gonna go throw up."
3,16,JERRY,"Look at my hands. Look. Filthy from the paper. You know, they should give you a Wet-nap when you buy one, like at those rib joints."
3,16,ELAINE,So what'd you do last night?
3,16,JERRY,"Went out with George, you?"
3,16,ELAINE,Went out with Cynthia.
3,16,JERRY,How was it? What'd you talk about?
3,16,ELAINE,"Well, you know, the usual; The Federal Reserve, the rainforest. Cynthia thought we should nuke the rainforest, you know, get rid of it in one fell swoop so we can at least eliminate it as a subject of conversation. What about you?"
